activity,review,rating
Traditional Yakatabune River Cruise with Lunch or Dinner in Tokyo,"初めてのお昼の屋形船体験は
お天気がよくて眺めが最高でした。
揚げたての天ぷらやあさりの炊き込みご飯もとても美味しかったです。
なにより、橋の名前の由来やアサヒグループ本社ビルの外観の由来など、たくさんのお話が聞けて学びになりました。
教えていただいた知識を基に今度は夜の景色も楽しみたいと思います。",5
Traditional Yakatabune River Cruise with Lunch or Dinner in Tokyo,"人生初の屋形船。船はゆったり座れて揺れもなくとても楽しかったです。食事もおいしかった！！天麩羅サクサクだしあさりご飯もめっちゃ美味しかった！！女将さんもとても気持ちの良い接客でしたし、めっちゃイケメンの若い男性の方もとても働き者で気持ち良い接客でした。
船の上に上がって見る景色にも星空にも驚きました。東京にもあんな星空があるんですね！",5
Traditional Yakatabune River Cruise with Lunch or Dinner in Tokyo,"おもてなし、お料理、ガイド全て素晴らしく良かったです！
すごくテンションの上がるイベントになりました⭐︎スタッフの方のお話や東京の街のガイドも素晴らしく勉強になりましたし、揚げたての天ぷらなどお料理も美味しかったです！
飲み放題もすぐ飲み物が出てきますし、全てにおいてサービスが行き届いていました！
周りの人にも超オススメしたいと思います！",5
Traditional Yakatabune River Cruise with Lunch or Dinner in Tokyo,"船ということで揺れるのかと思いましたが、全然そんなことはありませんでした。船から見える夜景が綺麗で、何本も架かってる橋も、それぞれに違って楽しく見ることができました。
停留した時に夜景をバッグに撮った写真も記念になりました。
揚げたての天ぷらやお刺身などのお料理も美味しくて、とても楽しい時間でした。",5
Traditional Yakatabune River Cruise with Lunch or Dinner in Tokyo,初めての屋形船体験でした。お天気が生憎の雨模様でしたが、いただくお食事はお刺身や揚げたての天ぷらなど、どれも美味しく満足しました。今度は船の方のオススメのナイトツアーでもお邪魔したいと思います♪景色は残念ながら秋晴れとはいきませんてしたが、とても楽しかったです！,4
Traditional Yakatabune River Cruise with Lunch or Dinner in Tokyo,"仲良し３人組で参加しました。
乗り合いといってもグループごとのテーブルになっており、席はゆったりしているので、隣のグループが気になることはほとんどありません。
暑くも寒くもない時期でしたので、夜風が気持ち良かったです。
料理も美味しく、スタッフも親切でした。
機会があれば、また行きたいです。",5
Traditional Yakatabune River Cruise with Lunch or Dinner in Tokyo,今回の屋形船ディナーは80歳の母のリクエストでした。結果、母は大変喜び満足することができました。料理をサーブしてくれるスタッフの方たちのホスピタリティーも素晴らしかったです。また巡り合わせも良く、一緒に乗船した他のお客様と一緒とも気さくにお話しでき楽しい時間を過ごすことができました。お料理も天ぷらがとてもおいしかったです。,5
Traditional Yakatabune River Cruise with Lunch or Dinner in Tokyo,"長年、一緒に働いてきた同僚の送別会。
ありきたりな物にしたくなくて屋形船を選んだ。夜は集まりにくいのでランチにした。サプライズケーキがあるとの事で釣新さんにした。結果、みーんなが喜んでいて主役本人もサプライズケーキに感激していた。良かった！",5
Traditional Yakatabune River Cruise with Lunch or Dinner in Tokyo,This was my best birthday dinner 😃 with wonderful views,5
Traditional Yakatabune River Cruise with Lunch or Dinner in Tokyo,"家族で利用しました。
高校、社会人の子供も楽しめました！！お料理の量も十分で、我が家は残してしまうくらいでした。
天ぷらの揚げたてが食べられたのもすごくよかったです！
乗船中はその都度、景色の説明があり、とても楽しかったです☆
まだ利用した事がない方は、絶対に
オススメです！！",5
Traditional Yakatabune River Cruise with Lunch or Dinner in Tokyo,"Amazing experience, food was delicious! Incredible views of the skyline! Great value for the money.",5
Traditional Yakatabune River Cruise with Lunch or Dinner in Tokyo,誕生日のお祝いを屋形船でしたく選びました。とても親切でお客さんたちも優しく一生の思い出になる誕生日を過ごせたと喜んでいました。,5
Traditional Yakatabune River Cruise with Lunch or Dinner in Tokyo,団体様向けのプランが多い中、ここは少人数でのプランもあり申込しました。開催は申込予定人数達成によるとの事でしたが、連絡があり大丈夫との事でした。屋形船は初めてで料理（特に揚げたての天ぷらは美味しいかった）.景色も良かった。飲み放題も良いですね。今回は日中だったので、機会があったら今度は夜の夜景を見たいと思いました。,5
Traditional Yakatabune River Cruise with Lunch or Dinner in Tokyo,"乗合船ですがグループごとにテーブルを用意してくれたので、気兼ねなく楽しめました。
スタッフさんも愛想がよくて、飲み物のオーダーもテキパキと対応してくれました。
トイレもキレイなので、女性は安心できますよ。",4
Traditional Yakatabune River Cruise with Lunch or Dinner in Tokyo,"私の中で屋形船の存在は影が薄いものでしたが、なぜかふと頭をよぎり、乗船。高齢の親を連れて行きました。
とても良い経験でした。親も喜んでいました。スタッフの方が橋の説明をしてくれたり、写真を撮ってくれたり、温かい雰囲気でした。天ぷらも美味しくいただきました。
星が４つなのは、残念ながら雨で、景色がパーフェクトに見えなかったことです。仕方のないことですが、天候に左右されてしまうのが残念なところ。でも、雨天であっても、よほどの悪天候でなければ欠航にはならないと思うので、楽しめると思います。",4
Traditional Yakatabune River Cruise with Lunch or Dinner in Tokyo,"海外からのお友達を連れて参加しました。暑すぎる東京の夏に、どこに連れて行こうかと悩み、こちらの屋形船にしました。
船、お食事でたくさんの日本らしさを体験し、また東京の素敵な夜景を見て、とても喜んでいました。スタッフのみなさんもとてもフレンドリーでした。私も楽しかったです。ありがとうございました。",4
Traditional Yakatabune River Cruise with Lunch or Dinner in Tokyo,友人4人と利用させて頂きました。お刺身も新鮮、揚げたての天ぷらを1種類づつ運んで下さったので、全てアツアツで楽しめました。飲み放題でしたので、お腹も一杯になりました。幸い天気にも恵まれ、夜景も楽しむことが出来ました。店員の皆さんも、とても、親切で、トイレもとてもきれいで大満足のひとときとなりました。ありがとうございました。,5
